Name,Current price,Change(%),Open,High,Low,Volume
INTUITIVE SURGICAL INC.,383.77,10.02,382.33,385.43,377.9,1773557
ATERIAN INC.,0.35,12.94,0.3098,0.3578,0.3,1770921
COMMSCOPE HOLDING CO.,2.24,14.68,2.32,2.32,2.21,1766198
FLUENCE ENERGY INC.,19.79,13.65,19.84,19.98,19.11,1755831
LIVEPERSON INC.,2.67,1.14,2.62,2.72,2.45,1749902
BIO-TECHNE CORP,65.98,13.74,66.68,67.78,64.96,1745415
DYNE THERAPEUTICS INC.,21.04,14.62,22.09,22.22,20.4,1745136
COGENT BIOSCIENCES INC.,4.8,7.14,4.38,4.85,4.3,1745017
THE CARLYLE GROUP INC.,40.95,0.91,40.18,41.15,40.08,1737713
EXPONENT INC.,78.39,112.83,72.26,78.93,68.7,1716234
NEWEGG COMMERCE INC.,0.6903,112.1,0.76,0.771,0.6501,1714358
ORIGIN MATERIALS INC.,0.5301,110.4,0.57,0.5813,0.5224,1709862
LPL FINANCIAL HLD.,251.21,4.47,250.0,259.27,241.66,1703439
PURECYCLE TECHNOLOGIES INC.,4.03,10.25,4.1,4.14,3.82,1697238
PIXELWORKS INC.,2.03,14.69,2.04,2.14,1.88,1689759
TRIPADVISOR INC.,21.85,10.59,21.95,22.04,21.66,1671864
NUTEX HEALTH INC.,0.1133,14.23,0.1207,0.1207,0.1102,1670213
CROCS INC.,98.18,12.61,99.58,99.75,96.91,1665911
PACCAR INC.,103.12,1.08,101.75,103.54,101.38,1665214
BRIDGEBIO PHARMA INC.,33.91,1.8,32.84,34.65,32.54,1664166
LIBERTY GLOBAL LTD.,20.84,11.23,20.95,20.96,19.95,1663856
SPLUNK INC.,153.39,0.03,153.35,153.5,153.3,1662948
VERU INC.,0.5,2.04,0.5148,0.5249,0.48,1659404
NEXIMMUNE INC.,12.6,117.05,14.01,19.65,12.5,1652537
MEREO BIOPHARMA GROUP PLC ADS,3.94,11.01,3.93,4.12,3.81,1642151
HERON THERAPEUTICS INC.,2.39,10.42,2.4,2.4,2.29,1641804
PROSPECT CAPITAL,5.84,0.69,5.8,5.86,5.75,1640349
ANAVEX LIFE SCIENCES,5.73,16.83,6.04,6.11,5.7,1625577
CLEAN ENERGY FUELS,2.93,12.98,3.0,3.0,2.88,1623497
CADRENAL THERAPEUTICS INC.,1.35,14.26,1.26,1.6,1.08,1623083
CRONOS GROUP INC.,2.09,13.24,2.14,2.16,2.05,1622654
LIBERTY GLOBAL LTD.,19.58,11.56,19.6,19.67,18.75,1622632
VENTYX BIOSCIENCES INC.,2.3,2.68,2.24,2.36,2.15,1613440
BUMBLE INC.,13.71,11.65,13.78,14.0,13.68,1602584
GDS HOLDINGS LTD.,5.26,13.49,5.31,5.34,5.05,1598394
SLM CORP.,19.31,10.92,19.21,19.49,19.16,1592930
AUTODESK INC.,256.45,0.54,254.5,259.25,254.05,1592890
OAKTREE SPECIALTY LENDING,19.71,0.97,19.41,19.75,19.4,1586377
CROSS COUNTRY HEALTHCARE INC.,21.81,0.28,22.14,22.14,21.23,1585356
BANK OZK,42.89,1.11,41.47,43.31,41.33,1584657
CME GROUP INC.,206.55,0.37,207.29,209.62,205.69,1583751
GIGACLOUD TECHNOLOGY INC,25.0,1.3,24.88,25.45,24.25,1580727
NAVITAS SEMICONDUCTOR,5.63,10.88,5.61,5.67,5.48,1576763
GROCERY OUTLET HOLDING,24.69,10.68,24.79,24.81,24.19,1574682
EZCORP INC. NON-VOTING,10.06,4.9,10.0,10.24,9.69,1569149
JFROG,34.94,3.9,33.51,35.03,33.33,1567096
ARBUTUS BIOPHARMA,2.38,10.83,2.37,2.38,2.27,1556832
AURINIA PHARMACEUTICALS INC,7.68,10.65,7.62,7.73,7.46,1551935
CENTURY ALUMINUM CO.,10.92,12.93,11.0,11.02,10.49,1545514
SSR MINING INC.,9.54,13.05,9.64,9.64,9.43,1537661
CANADIAN SOLAR INC.,21.98,14.1,22.36,22.48,21.62,1531584
SAFETY SHOT INC.,2.96,6.09,2.89,3.04,2.71,1516133
FULTON FINANCIAL,15.45,10.26,15.17,15.67,15.1,1515166
ARCH CAPITAL GROUP,83.3,1.47,83.16,83.64,82.6,1514721
CHAMPIONX CORP.,26.27,13.6,27.13,27.21,26.24,1513828
CABALETTA BIO INC.,22.03,7.05,20.15,22.6,20.15,1510517
PAYONEER GLOBAL INC.,4.87,2.31,4.73,4.9,4.67,1508946
NAAS TECHNOLOGY INC. ADS,1.6,11.23,1.57,1.62,1.5,1504584
GUARDANT HEALTH INC.,22.19,1.19,21.7,22.42,21.24,1501399
CRISPR THERAPEUTICS AG,64.75,0.12,62.9,65.13,62.08,1487608
BRUUSH ORAL CARE INC.,0.1069,12.91,0.1063,0.113,0.1063,1481656
CVB FINANCIAL CORP.,16.86,2.68,16.09,16.89,15.97,1478971
LILIUM N.V.,0.86,0.16,0.86,0.8659,0.8201,1470452
SAGIMET BIOSCIENCES,10.05,0.5,10.35,11.03,9.56,1469852
INTUITIVE MACHINES INC.,3.74,1.36,3.7,3.83,3.43,1457646
MICROVISION INC.,2.44,1.24,2.39,2.46,2.34,1455222
SONOS INC.,15.99,0.82,15.62,16.08,15.49,1454762
GENTEX CORP.,34.04,10.23,33.97,34.3,33.63,1443262
SANGAMO THERAPEUTICS INC.,0.4916,11.68,0.5195,0.5195,0.485,1441669
DADA NEXUS LTD.,1.82,15.21,1.89,1.91,1.79,1440380
XEROX HOLDINGS CORP.,18.25,11.56,18.28,18.39,17.83,1432812
AERSALE CORP.,8.86,13.38,9.0,9.08,8.63,1429554
SUNWORKS INC.,0.2201,10.5,0.2163,0.2201,0.2075,1429175
HIVE DIGITAL TECHNOLOGIES LTD,3.12,13.7,3.16,3.22,3.05,1423275
BRIGHTSPRING HEALTH SERVICES,11.1,11.86,11.2,11.24,11.05,1420966
GOPRO INC.,2.96,13.27,3.0,3.02,2.94,1419640
CCC INTELLIGENT SOLUTIONS HLD.,11.0,10.45,11.02,11.06,10.93,1413383
MYMD PHARMACEUTICALS INC.,0.14,11.27,0.145,0.149,0.13,1410876
THE REALREAL INC.,1.83,10.54,1.81,1.86,1.78,1404174
ONCONETIX INC.,0.1738,0.46,0.17,0.1811,0.1629,1402825
SUTRO BIOPHARMA INC.,4.52,2.73,4.3,4.73,4.25,1401720
AVENUE THERAPEUTICS INC.,0.1402,14.5,0.147,0.1527,0.138,1398566
CORCEPT THERAPEUTICS INC.,21.58,10.23,21.4,21.76,20.87,1398512
REVIVA PHARMACEUTICALS HLD.,3.81,0.0,3.83,3.86,3.63,1396321
BIOMARIN PHARMACEUTICAL INC.,88.11,10.71,87.91,88.43,87.29,1396297
EAST WEST BANCORP INC.,70.04,1.16,68.05,70.4,67.72,1392528
AURORA TECHNOLOGY ACQUISITION,5.02,0.0,3.98,5.88,3.9,1391965
8X8 INC,2.99,0.67,2.89,3.06,2.84,1382634
GOLDEN OCEAN GROUP,10.41,10.95,10.41,10.55,10.34,1380210
AVID BIOSERVICES INC.,6.2,15.92,6.42,6.46,6.02,1379224
KAIXIN AUTO HOLDINGS,0.2483,114.38,0.2738,0.2849,0.247,1378901
BEAM THERAPEUTICS INC.,25.92,11.93,25.46,26.24,24.01,1373656
AKEBIA THERAPEUTICS INC.,1.65,13.51,1.71,1.71,1.62,1373581
ZSCALER INC.,244.0,2.5,239.62,245.11,237.06,1362007
SUN COUNTRY AIRLINES HLD.,14.74,0.55,14.31,14.89,14.1,1361170
RAIL VISION,11.84,14.13,11.38,12.4,10.8,1359749
ADMA BIOLOGICS INC,5.23,11.32,5.22,5.27,5.18,1355059
LATTICE SEMICONDUCTOR,61.68,0.9,60.63,61.82,60.23,1351618
WORKDAY INC.,294.74,0.25,292.88,295.39,292.22,1348352
CONSOLIDATED COMMUNICATIONS HLD.,4.33,10.23,4.35,4.36,4.31,1345570
NORTHERN TRUST CORP.,80.38,1.36,78.56,80.8,78.4,1340753
AKAMAI TECHNOLOGIES INC.,124.41,0.3,124.17,124.57,122.68,1338924
DYNAVAX TECHNOLOGIES,12.75,10.23,12.76,12.81,12.69,1337173
UPWORK INC.,14.15,1.29,13.68,14.24,13.57,1331999
OLAPLEX HOLDINGS INC.,2.36,0.43,2.31,2.38,2.23,1329933
CATALYST PHARMACEUTICALS INC.,13.62,15.61,14.43,14.43,13.61,1329267
IMMUNOVANT INC.,34.93,13.16,35.74,35.8,34.89,1315078
J.B. HUNT TRANSPORT SERVICES,208.49,3.33,200.64,209.56,200.12,1312269
AKSO HEALTH GROUP ADS,2.6,17.12,2.38,2.87,2.03,1312219
TMC THE METALS CO.,1.29,14.44,1.39,1.39,1.27,1306246
THE BEAUTY HEALTH CO.,2.98,13.87,3.04,3.04,2.92,1303234
ATAI LIFE SCIENCES N.V.,1.77,12.21,1.78,1.82,1.72,1301970
E-HOME HOUSEHOLD SERVICE HLD.,0.469,10.64,0.482,0.484,0.4383,1300611
H WORLD GROUP LTD.,31.2,11.89,31.1,31.45,31.0,1298471
NXU INC.,1.06,15.22,0.87,1.1,0.86,1287680
INTUIT INC.,639.58,1.06,628.22,642.53,628.22,1287275
DIAMONDBACK ENERGY INC.,150.22,11.64,152.57,152.9,150.19,1282753
HASBRO INC.,50.07,0.24,49.57,50.63,48.93,1279542
CADENCE DESIGN SYSTEMS INC.,296.55,2.08,290.75,298.57,290.75,1276072
NAVIENT CORP.,16.18,11.64,16.33,16.35,16.05,1275805
XERIS BIOPHARMA HLD.,2.45,12.39,2.5,2.5,2.42,1275445
SYNOPSYS INC.,552.05,2.23,541.18,552.41,541.18,1274325
ACM RESEARCH INC.,16.24,14.41,16.8,16.87,16.17,1270572
SPRINGWORKS THERAPEUTICS INC.,46.15,3.64,43.67,47.11,43.02,1267752
ALIGN TECHNOLOGY INC.,273.9,0.19,270.0,277.29,263.85,1259936
LKQ CORP.,47.3,10.92,47.46,47.69,46.76,1248573
CAPITOL FEDERAL FINANCIAL INC.,6.19,12.37,6.18,6.28,6.06,1238225
INFINERA CORP.,5.18,1.77,5.04,5.18,4.99,1235204
89BIO INC.,9.94,10.4,9.8,10.1,9.63,1226434
WYNN RESORTS LTD.,96.97,10.33,96.59,97.53,95.81,1225330
GAMING AND LEISURE PROPERTIES,45.51,12.0,46.07,46.07,45.07,1224355
ZENTALIS PHARMACEUTICALS INC.,11.59,10.86,11.44,11.69,10.92,1224139
SBA COMMUNICATIONS,224.71,12.69,226.99,227.07,219.88,1222931
MARRIOTT INTERNATIONAL,245.12,0.6,243.22,246.74,241.61,1222339
AMBRX BIOPHARMA INC.,27.79,0.04,27.8,27.89,27.78,1221614
PACIRA BIOSCIENCES INC.,30.34,14.5,31.08,31.15,30.14,1217529
SONOMA PHARMACEUTICALS INC.,0.1642,15.58,0.17,0.17,0.157,1214856
PROTAGONIST THERAPEUTICS INC.,26.49,17.12,28.47,28.47,26.31,1212886
ACADIA PHARMACEUTICALS INC.,25.29,13.25,25.78,25.78,25.07,1212394
STEEL DYNAMICS INC.,120.16,0.31,119.38,121.28,118.95,1210069
TRINITY BIOTECH PLC ADS,0.6,6.31,0.53,0.67,0.53,1209407
EXELIXIS INC.,21.49,11.2,21.75,21.75,21.36,1208491
AVIDITY BIOSCIENCES INC.,11.63,14.2,12.03,12.15,11.53,1207129
VIVID SEATS INC.,5.71,10.35,5.65,5.75,5.54,1204690
MAKEMYTRIP LTD.,58.23,2.14,56.69,58.44,56.14,1201456
GOODRX HOLDINGS INC.,6.2,1.14,6.04,6.26,5.93,1201220
EDITAS MEDICINE INC.,7.11,11.52,7.09,7.17,6.88,1200531
LUMENTUM HOLDINGS INC.,56.48,0.59,55.55,56.9,55.38,1198121
BITDEER TECHNOLOGIES GROUP,7.66,13.53,7.8,8.08,7.41,1197098
RENT THE RUNWAY INC.,0.5251,113.16,0.6,0.608,0.52,1193241
BIONANO GENOMICS INC.,1.12,11.75,1.15,1.15,1.09,1187867
NANO DIMENSION,2.47,1.23,2.41,2.49,2.4,1185383
ANNEXON INC.,4.03,14.95,4.17,4.2,3.96,1183527
EASTERN BANKSHARES INC.,13.9,0.36,13.53,13.99,13.47,1178744
OCUGEN INC.,0.5278,10.42,0.53,0.5505,0.5066,1178619
NETEASE INC. ADS,98.83,12.05,98.97,99.86,98.18,1178435
TYRA BIOSCIENCES INC.,16.82,29.29,14.65,17.17,14.55,1175890
VIRTU FINANCIAL INC.,16.85,0.66,16.64,16.94,16.46,1175571
ONEMEDNET CORP,1.2,128.14,1.7,1.73,1.14,1165290
ELEVATION ONCOLOGY INC.,2.95,9.26,2.71,2.99,2.7,1164504
REMITLY GLOBAL INC.,17.85,2.88,17.16,17.86,17.06,1162762
AGRIFORCE GROWING SYSTEMS,0.29,126.41,0.317,0.318,0.285,1160744
PROCESSA PHARMACEUTICALS INC.,2.43,3.85,2.42,2.73,2.27,1158810
ILLUMINA INC.,144.21,11.05,143.87,145.04,141.56,1157872
VERADIGM INC.,9.01,12.07,9.13,9.21,8.99,1157229
CELLECTAR BIOSCIENCES INC.,3.76,14.33,3.84,3.93,3.66,1155354
INCYTE CORP.,58.35,11.37,58.63,59.27,58.05,1148076
LULULEMON ATHLETICA INC.,462.4,0.1,458.5,464.62,454.62,1144317
AEHR TEST SYSTEMS,15.06,10.26,14.93,15.44,14.78,1142910
RAMBUS INC.,68.85,1.03,67.9,69.07,67.33,1138249
HALOZYME THERAPEUTICS INC.,33.68,11.69,33.8,34.61,33.15,1135061
RETAIL OPPORTUNITY INVESTMENTS,13.75,10.43,13.59,13.79,13.4,1131460
OLD DOMINION FREIGHT LINE INC.,408.69,4.21,391.45,410.96,385.67,1131206
REGENCY CENTERS,62.6,11.65,62.97,63.0,61.83,1128239
DIGITAL TURBINE INC.,5.35,11.83,5.38,5.45,5.16,1128055
SPECTRAL AI INC.,1.96,110.5,2.17,2.21,1.91,1127331
TAKE-TWO INTERACTIVE SOFTWARE,167.0,0.4,166.53,168.25,165.99,1121089
ACCURAY INC.,2.45,14.3,2.5,2.53,2.4,1117969
ASSERTIO HOLDINGS INC.,0.785,14.76,0.83,0.85,0.77,1116471
GLOBALFOUNDRIES INC. ORD.,55.27,1.12,54.07,55.48,53.91,1114793
DEFINITIVE HEALTHCARE,8.61,0.23,8.44,8.77,8.3,1105996
UNITI GROUP INC.,5.24,12.6,5.26,5.32,5.15,1100243
FRONTIER COMMUNICATIONS PARENT,24.11,12.35,24.16,24.4,23.7,1098222
REVOLUTION MEDICINES INC.,28.46,0.71,27.87,28.5,27.46,1098133
ENTEGRIS INC.,119.44,1.23,117.4,119.74,116.77,1094645
MAXLINEAR INC,17.77,14.05,18.29,18.78,17.57,1093615
SUMMIT THERAPEUTICS INC.,3.88,13.0,4.0,4.03,3.81,1091488
HENRY SCHEIN INC.,76.14,0.54,75.52,76.69,75.31,1090937
CHESAPEAKE ENERGY,76.59,10.44,76.5,77.7,76.18,1090382
MAGNITE INC.,9.4,3.75,9.17,9.47,8.86,1089588
B. RILEY FINANCIAL INC.,20.29,17.35,21.72,21.72,20.08,1085663
BIORESTORATIVE THERAPIES INC.,2.8,29.63,2.48,3.0,2.36,1078507
KODIAK SCIENCES INC,4.03,18.2,4.35,4.4,3.86,1075452
ELEVAI LABS INC.,0.831,11.07,0.786,0.859,0.785,1075045
SANMINA CORP.,61.14,1.85,59.75,63.97,59.51,1073990
X4 PHARMACEUTICALS INC.,0.8292,11.3,0.84,0.8699,0.8155,1073778
MARKETAXESS HOLDINGS INC.,224.71,2.63,217.56,225.3,215.15,1065195
HILLMAN SOLUTIONS,8.92,11.0,8.84,9.06,8.77,1062871
10X GENOMICS INC.,43.6,0.05,42.43,44.1,42.12,1061051
RAMACO RESOURCES INC.,18.07,14.64,18.79,19.23,17.92,1060988
LIBERTY MEDIA CORP.,30.68,11.19,31.09,31.18,30.46,1056259
KULICKE AND SOFFA INDUSTRIES,46.06,1.28,45.0,46.4,44.78,1056032
VIMEO INC.,4.02,1.26,4.0,4.08,3.9,1052534
GRITSTONE BIO INC.,2.3,16.5,2.44,2.44,2.29,1052406
AKERO THERAPEUTICS INC.,20.81,10.81,20.59,20.85,19.96,1051398
FOX CORP.,29.56,11.86,29.86,30.01,29.43,1050607
BIOATLA INC.,2.15,14.36,1.81,2.32,1.81,1049330
FEMASYS INC.,0.7795,12.56,0.8,0.89,0.7551,1044736
PIEDMONT LITHIUM INC.,13.71,17.99,14.52,14.53,13.7,1044516
WEATHERFORD INTERNATIONAL PLC,85.46,12.86,87.18,87.81,84.67,1041425
AVIDXCHANGE HOLDINGS INC.,11.32,1.16,11.1,11.39,10.99,1038916
VIR BIOTECHNOLOGY INC.,8.67,14.93,8.97,9.13,8.62,1036646
NATERA INC.,67.73,10.67,67.28,68.07,64.74,1034424
FAZE HOLDINGS INC.,0.1906,11.55,0.1892,0.199,0.1801,1033352
STAR BULK CARRIERS,21.52,0.47,21.54,21.79,21.23,1032887
TRITIUM DCFC LTD.,0.131,4.05,0.125,0.1328,0.1224,1032164
NEOGENOMICS INC.,14.68,10.81,14.52,14.68,14.21,1031773
AMNEAL PHARMACEUTICALS INC.,5.52,0.18,5.41,5.57,5.28,1028328
T. ROWE PRICE GROUP INC.,109.74,10.12,108.98,110.57,108.18,1028040
TRADEWEB MARKETS INC.,96.83,1.65,95.3,96.94,94.39,1023261
VARONIS SYSTEMS INC.,45.41,10.89,45.46,45.9,45.15,1021815
MORPHOSYS AG ADS,11.07,13.82,11.68,11.8,10.97,1020336
OCULAR THERAPEUTIX INC.,5.18,11.33,5.17,5.32,5.04,1018588
SOVOS BRANDS INC.,22.08,10.18,22.06,22.12,22.06,1016494
SANA BIOTECHNOLOGY INC.,5.74,11.54,5.79,5.82,5.58,1013331
ALKERMES PLC,26.74,10.74,26.72,26.96,26.47,1012823
WARNER MUSIC GROUP,36.66,11.27,37.12,37.19,36.49,1008287
SAIA INC.,534.51,14.35,486.56,535.57,444.34,1005158
IMPERIAL PETROLEUM INC.,3.05,18.13,3.34,3.34,2.98,1004618
PTC INC.,178.73,10.37,179.25,180.27,177.45,1001731
ALECTOR INC.,5.83,14.58,6.0,6.1,5.58,999111
BETTER THERAPEUTICS INC.,0.1905,12.81,0.19,0.194,0.185,993029
NEW FORTRESS ENERGY INC.,31.65,12.34,32.01,32.2,31.36,992247
TARSUS PHARMACEUTICALS INC.,28.54,11.31,28.72,28.81,27.81,992050
KURA ONCOLOGY INC.,21.13,0.52,20.98,21.45,20.67,991814
ALPHATEC HOLDINGS INC.,16.62,10.36,16.48,16.8,16.28,985655
KINGSOFT CLOUD HOLDINGS,2.58,10.77,2.53,2.59,2.47,984361
LEGEND BIOTECH CORP.,55.76,10.82,55.62,56.53,53.99,978874
ALLOVIR INC.,0.6945,19.81,0.7591,0.7599,0.6916,974587
COUCHBASE INC.,27.08,3.44,26.0,27.61,25.98,972963
EYEPOINT PHARMACEUTICALS INC.,28.7,0.67,28.49,29.42,27.9,970599
OATLY GROUP AB ADS,1.15,0.88,1.14,1.15,1.11,968548
ROCKET PHARMACEUTICALS INC.,28.55,12.16,28.66,29.04,27.97,962982
ADAPTIVE BIOTECHNOLOGIES,3.65,12.41,3.65,3.72,3.52,962492
AKOUSTIS TECHNOLOGIES INC.,0.6096,10.16,0.5583,0.655,0.5534,961678
GENMAB A/S ADS,27.8,11.31,27.83,28.03,27.54,959913
OUTSET MEDICAL INC.,2.95,11.01,2.9,3.0,2.73,955557
SKYWEST INC.,58.51,8.17,54.96,59.11,53.68,955298
GOLDEN SUN EDUCATION GROUP,0.9736,23.24,0.79,1.11,0.761,955174
VERA THERAPEUTICS INC.,39.15,3.03,38.85,39.62,38.04,951194
APELLIS PHARMACEUTICALS INC.,62.56,0.69,61.6,62.99,60.52,947673
AMYLYX PHARMACEUTICALS INC.,15.78,14.77,16.35,16.52,15.73,943520
CLENE INC.,0.469,12.23,0.4672,0.48,0.4,943251
CERUS CORP.,1.95,11.02,1.98,1.98,1.9,940462
TRIMBLE INC.,52.59,0.38,51.97,52.87,51.66,939992
COGNEX CORP.,36.79,0.57,36.2,36.96,35.96,939341
DENALI THERAPEUTICS INC.,16.05,12.07,16.0,16.14,15.54,934211
4D MOLECULAR THERAPEUTICS INC.,17.49,16.32,18.64,18.64,17.21,930982
BLOOMIN BRANDS INC.,27.31,10.36,27.19,27.61,26.74,926567
ADICET BIO INC.,3.0,12.91,3.05,3.12,2.84,920496
MELCO RESORTS & ENTERTAINMENT,8.0,11.72,8.02,8.07,7.89,919824
FUTU HOLDINGS LTD.,46.2,11.49,46.26,46.72,45.81,919540
AMKOR TECHNOLOGY INC.,31.96,0.03,31.53,32.25,31.51,918354
OBLONG INC.,0.177,2.85,0.1705,0.18,0.163,916411
CAREMAX INC.,7.55,11.52,6.75,11.8,6.15,914089
AUTOLUS THERAPEUTICS PLC ADS,6.03,1.69,5.84,6.11,5.7,909583
FIRST INTERSTATE BANCSYSTEM,26.41,10.08,25.83,26.63,25.83,907398
AMARIN CORP.,1.19,11.65,1.21,1.21,1.15,906673
IRIDIUM COMMUNICATIONS INC,35.3,11.92,35.62,35.87,35.06,906424
NEWS CORP.,25.7,0.0,25.63,25.76,25.41,905963
MERSANA THERAPEUTICS INC.,3.36,10.59,3.32,3.42,3.21,904519
ARVINAS INC.,45.97,0.7,45.14,46.63,42.76,901648
IONIS PHARMACEUTICALS INC.,49.75,12.39,50.31,50.59,49.2,901270
AMERICAN SUPERCONDUCTOR,11.17,11.24,11.25,11.27,10.92,899839
MACOM TECHNOLOGY SOLUTIONS HLD.,80.26,14.5,83.06,83.59,80.16,899708
HUB GROUP INC.,44.34,11.88,44.7,45.66,42.54,898231
ASML HOLDING N.V. NEW YORK REGISTRY SHA,890.66,0.01,879.24,893.05,879.09,896464
ACV AUCTIONS INC.,13.6,2.03,13.05,13.74,12.84,895019
INSMED INC.,28.18,11.23,28.16,28.48,27.56,891861
TONIX PHARMACEUTICALS HOLDING,0.33,14.07,0.355,0.355,0.321,890084
FIVE9 INC.,73.33,12.69,74.49,75.02,73.21,887302
LANTHEUS HOLDINGS INC.,54.0,1.87,52.03,54.48,52.03,886323
ROVER GROUP INC.,10.95,0.09,10.95,10.95,10.94,884342
FERROGLOBE PLC,5.03,10.98,5.02,5.08,4.99,883251
NATIONAL VISION HLD.,20.23,1.45,19.62,20.57,19.34,880320
ALLBIRDS INC.,1.01,3.06,0.96,1.05,0.94,879833
TANDEM DIABETES CARE INC.,23.22,11.94,23.15,23.71,22.9,879351
NEKTAR THERAPEUTICS,0.555,14.31,0.5569,0.5794,0.532,878419
ECHOSTAR CORP.,13.41,10.3,13.19,13.64,12.99,874921
SYNDAX PHARMACEUTICALS INC.,20.59,13.06,20.83,21.08,20.56,874270
PROTHENA CORP.,25.77,15.85,26.92,27.35,25.15,872323
GOLUB CAPITAL BDC,15.28,0.33,15.21,15.37,15.16,871101
SURGERY PARTNERS INC.,32.43,10.31,32.01,32.47,31.05,870844
ARROWHEAD PHARMACEUTICALS INC.,31.96,10.71,31.52,32.16,30.65,869207
STITCH FIX INC.,3.29,10.3,3.25,3.31,3.15,865364
RYANAIR HOLDINGS PLC ADS,137.68,0.15,136.13,137.8,135.07,864536
ACADEMY SPORTS AND OUTDOORS,64.48,0.19,63.8,64.89,62.96,864304
DIVERSIFIED HEALTHCARE TRUST,2.75,15.5,2.85,2.88,2.75,863053
BIOGEN INC.,243.72,11.66,245.93,246.39,241.53,861460
AVNET INC.,45.64,0.62,45.27,45.93,44.67,859753
TAYSHA GENE THERAPIES INC.,1.51,13.21,1.54,1.56,1.45,857924
NETAPP INC.,87.84,0.45,87.41,88.38,86.93,857260
LIBERTY MEDIA CORP.,30.81,11.09,31.33,31.33,30.55,855395
RIGEL PHARMACEUTICALS INC.,1.14,15.0,1.13,1.17,1.12,854800
KLA CORP.,604.32,0.87,595.25,607.63,593.01,854364
VERVE THERAPEUTICS INC.,11.01,11.78,10.89,11.15,10.48,853748
FLYWIRE CORP.,21.94,0.18,21.61,22.12,21.31,853470
PRINCIPAL FINANCIAL GROUP INC,78.02,0.37,77.53,78.43,77.09,852607
BIOMEA FUSION INC.,18.47,15.28,19.39,19.69,17.93,849408
OUTLOOK THERAPEUTICS INC.,0.3642,0.47,0.3669,0.3738,0.3515,847651
DAVE & BUSTER S ENTERTAINMENT,55.19,1.64,53.32,55.35,53.22,841142
PYXIS ONCOLOGY INC.,3.68,10.81,3.72,3.73,3.18,840658
EXLSERVICE HOLDINGS INC.,30.83,13.48,31.6,31.65,30.45,839254
CULLINAN ONCOLOGY INC.,17.75,1.37,17.48,18.1,16.74,838200
FIRST HAWAIIAN INC.,21.29,10.19,20.9,21.39,20.77,837105
NOVOCURE LTD.,14.1,13.82,14.35,14.35,13.65,836772
REPLIMUNE GROUP INC.,7.34,16.62,7.72,7.82,7.2,834410
GROWGENERATION CORP.,2.4,0.42,2.35,2.41,2.26,834104
ACI WORLDWIDE INC.,29.48,10.77,29.38,29.81,29.07,831910
VIRIDIAN THERAPEUTICS INC.,18.85,15.75,19.59,19.82,18.73,827979
MICROALGO INC.,0.4181,2.33,0.4045,0.4198,0.3921,826586
CAREDX INC.,8.72,11.8,8.63,8.92,8.38,819812
CLEARMIND MEDICINE INC.,1.83,6.4,1.77,1.87,1.65,818734
PAPA JOHN S INTERNATIONAL INC.,74.06,12.17,74.67,74.7,72.61,816013
COMPUGEN,2.27,16.2,2.41,2.42,2.0,815889
CONDUENT INC.,3.6,12.7,3.62,3.67,3.59,814886
LIBERTY MEDIA CORP.,66.54,11.57,67.87,67.92,66.02,810527
REDHILL BIOPHARMA,0.57,14.81,0.59,0.5988,0.55,807387
SPERO THERAPEUTICS INC.,1.46,17.01,1.36,1.47,1.36,805831
ACCOLADE INC.,12.0,2.3,11.59,12.19,11.15,805162
FULCRUM THERAPEUTICS INC.,7.75,13.37,7.89,8.11,7.62,803182
DOCGO INC.,3.44,14.44,3.56,3.6,3.44,802517
CHECKPOINT THERAPEUTICS INC.,1.92,12.04,1.99,1.99,1.86,800247
FTAI AVIATION LTD.,56.21,1.46,54.95,56.42,54.95,792698
TRAVERE THERAPEUTICS INC.,8.49,11.28,8.55,8.55,8.26,790517
TRANSCODE THERAPEUTICS INC.,0.6375,16.54,0.6779,0.68,0.6312,789382
ACELYRIN INC.,8.04,11.23,8.02,8.21,7.94,788865
GOLAR LNG LTD.,21.69,11.45,21.92,22.01,21.53,788589
SAREPTA THERAPEUTICS INC.,121.27,11.27,122.0,122.96,120.04,788567
ZEROFOX HOLDINGS INC.,0.95,3.94,0.9432,1.0,0.88,788563
LEGALZOOM.COM INC.,10.42,0.0,10.34,10.51,10.25,786665
POSEIDA THERAPEUTICS INC.,3.49,2.35,3.33,3.54,3.21,786107
SPROUTS FARMERS MARKET INC.,51.46,10.27,51.5,51.72,50.99,785596
TORM PLC,34.09,12.35,34.79,35.01,33.96,785482
ASTRIA THERAPEUTICS INC.,13.1,13.39,13.32,13.78,12.66,783009
APPLIED UV INC.,2.48,11.59,2.5,2.75,2.27,781463
CINCINNATI FINANCIAL,112.22,1.49,110.96,112.92,110.93,780720
RELAY THERAPEUTICS INC.,9.0,11.21,9.14,9.14,8.8,779756
NEXTDECADE CORP.,5.01,11.57,5.02,5.11,4.91,779716
LEXINFINTECH HOLDINGS,1.72,15.49,1.82,1.84,1.71,779659
KRATOS DEFENSE & SECURITY SOLUTIONS,17.04,11.16,17.13,17.23,16.83,779483
INMODE,24.0,10.5,23.72,24.24,23.63,775797
WRAP TECHNOLOGIES INC.,4.08,5.15,3.92,4.18,3.86,774385
CORMEDIX INC.,3.1,1.97,3.06,3.16,2.91,771291
CHECK POINT SOFTWARE TECHNOLOGIES,162.0,0.01,161.37,162.81,160.71,769709
SELLAS LIFE SCIENCES GROUP,0.577,13.43,0.5848,0.6198,0.5595,768683
